Episode: 0, step: 9, Pop: 7/5, Epsilon: 1.00, Mean Loss: 60.99, Median Loss: 60.99, Std Loss: 60.99, Mean Reward: 0.44, Median Reward: 2.00, Std Reward: 37.50
Episode: 139, step: 9, Pop: 6/5, Epsilon: 0.55, Mean Loss: 52.67, Median Loss: 52.67, Std Loss: 52.67, Mean Reward: -2.00, Median Reward: 0.00, Std Reward: -162.40
Episode: 140, step: 9, Pop: 10/5, Epsilon: 0.55, Mean Loss: 48.36, Median Loss: 48.36, Std Loss: 48.36, Mean Reward: 2.14, Median Reward: 2.00, Std Reward: 214.10
Episode: 141, step: 9, Pop: 8/5, Epsilon: 0.55, Mean Loss: 61.14, Median Loss: 61.14, Std Loss: 61.14, Mean Reward: 1.04, Median Reward: 0.00, Std Reward: 99.10
Episode: 142, step: 9, Pop: 6/5, Epsilon: 0.54, Mean Loss: 46.77, Median Loss: 46.77, Std Loss: 46.77, Mean Reward: 1.69, Median Reward: 2.00, Std Reward: 135.50
Episode: 143, step: 9, Pop: 8/5, Epsilon: 0.54, Mean Loss: 56.59, Median Loss: 56.59, Std Loss: 56.59, Mean Reward: 0.64, Median Reward: 2.00, Std Reward: 59.90
Episode: 144, step: 9, Pop: 5/5, Epsilon: 0.54, Mean Loss: 42.54, Median Loss: 42.54, Std Loss: 42.54, Mean Reward: 0.26, Median Reward: 2.00, Std Reward: 18.70
Episode: 145, step: 9, Pop: 7/5, Epsilon: 0.54, Mean Loss: 44.19, Median Loss: 44.19, Std Loss: 44.19, Mean Reward: 2.86, Median Reward: 2.00, Std Reward: 232.00
Episode: 146, step: 9, Pop: 6/5, Epsilon: 0.53, Mean Loss: 59.25, Median Loss: 59.25, Std Loss: 59.25, Mean Reward: -0.70, Median Reward: 0.00, Std Reward: -58.00
Episode: 147, step: 9, Pop: 9/5, Epsilon: 0.53, Mean Loss: 34.43, Median Loss: 34.43, Std Loss: 34.43, Mean Reward: 0.58, Median Reward: 2.00, Std Reward: 54.20
Episode: 148, step: 9, Pop: 6/5, Epsilon: 0.53, Mean Loss: 57.91, Median Loss: 57.91, Std Loss: 57.91, Mean Reward: 2.71, Median Reward: 4.00, Std Reward: 200.20
Episode: 149, step: 9, Pop: 7/5, Epsilon: 0.53, Mean Loss: 40.59, Median Loss: 40.59, Std Loss: 40.59, Mean Reward: -1.61, Median Reward: 0.00, Std Reward: -141.30
Episode: 150, step: 9, Pop: 6/5, Epsilon: 0.53, Mean Loss: 39.86, Median Loss: 39.86, Std Loss: 39.86, Mean Reward: 0.75, Median Reward: 2.00, Std Reward: 52.00
Episode: 151, step: 9, Pop: 9/5, Epsilon: 0.52, Mean Loss: 43.76, Median Loss: 43.76, Std Loss: 43.76, Mean Reward: -0.14, Median Reward: 2.00, Std Reward: -14.30
Episode: 152, step: 9, Pop: 6/5, Epsilon: 0.52, Mean Loss: 45.59, Median Loss: 45.59, Std Loss: 45.59, Mean Reward: -1.21, Median Reward: 0.00, Std Reward: -99.00
Episode: 153, step: 9, Pop: 9/5, Epsilon: 0.52, Mean Loss: 89.43, Median Loss: 89.43, Std Loss: 89.43, Mean Reward: 0.64, Median Reward: 2.00, Std Reward: 59.80
Episode: 154, step: 9, Pop: 9/5, Epsilon: 0.52, Mean Loss: 44.82, Median Loss: 44.82, Std Loss: 44.82, Mean Reward: 0.45, Median Reward: 2.00, Std Reward: 40.80
Episode: 155, step: 9, Pop: 6/5, Epsilon: 0.51, Mean Loss: 40.38, Median Loss: 40.38, Std Loss: 40.38, Mean Reward: -0.95, Median Reward: 0.00, Std Reward: -69.50
Episode: 156, step: 9, Pop: 6/5, Epsilon: 0.51, Mean Loss: 46.93, Median Loss: 46.93, Std Loss: 46.93, Mean Reward: 1.10, Median Reward: 2.00, Std Reward: 85.80
Episode: 157, step: 9, Pop: 8/5, Epsilon: 0.51, Mean Loss: 47.59, Median Loss: 47.59, Std Loss: 47.59, Mean Reward: 0.90, Median Reward: 2.00, Std Reward: 78.90
Episode: 158, step: 9, Pop: 7/5, Epsilon: 0.51, Mean Loss: 54.24, Median Loss: 54.24, Std Loss: 54.24, Mean Reward: 0.47, Median Reward: 2.00, Std Reward: 38.30
Episode: 159, step: 9, Pop: 6/5, Epsilon: 0.50, Mean Loss: 36.99, Median Loss: 36.99, Std Loss: 36.99, Mean Reward: -0.37, Median Reward: 2.00, Std Reward: -28.30
Episode: 160, step: 9, Pop: 8/5, Epsilon: 0.50, Mean Loss: 35.64, Median Loss: 35.64, Std Loss: 35.64, Mean Reward: 2.32, Median Reward: 2.00, Std Reward: 195.20
Episode: 161, step: 9, Pop: 8/5, Epsilon: 0.50, Mean Loss: 75.85, Median Loss: 75.85, Std Loss: 75.85, Mean Reward: -2.06, Median Reward: 0.00, Std Reward: -192.00
Episode: 162, step: 9, Pop: 10/5, Epsilon: 0.50, Mean Loss: 46.61, Median Loss: 46.61, Std Loss: 46.61, Mean Reward: 0.26, Median Reward: 2.00, Std Reward: 26.40
Episode: 163, step: 9, Pop: 8/5, Epsilon: 0.50, Mean Loss: 68.58, Median Loss: 68.58, Std Loss: 68.58, Mean Reward: 0.79, Median Reward: 2.00, Std Reward: 76.30
Episode: 164, step: 9, Pop: 6/5, Epsilon: 0.49, Mean Loss: 53.10, Median Loss: 53.10, Std Loss: 53.10, Mean Reward: 0.62, Median Reward: 2.00, Std Reward: 56.00
Episode: 165, step: 9, Pop: 6/5, Epsilon: 0.49, Mean Loss: 42.61, Median Loss: 42.61, Std Loss: 42.61, Mean Reward: -0.30, Median Reward: 0.00, Std Reward: -19.90
Episode: 166, step: 9, Pop: 9/5, Epsilon: 0.49, Mean Loss: 49.66, Median Loss: 49.66, Std Loss: 49.66, Mean Reward: 2.41, Median Reward: 2.00, Std Reward: 224.20
Episode: 167, step: 9, Pop: 6/5, Epsilon: 0.49, Mean Loss: 60.44, Median Loss: 60.44, Std Loss: 60.44, Mean Reward: 0.30, Median Reward: 2.00, Std Reward: 18.50
Episode: 168, step: 9, Pop: 6/5, Epsilon: 0.49, Mean Loss: 72.38, Median Loss: 72.38, Std Loss: 72.38, Mean Reward: -0.42, Median Reward: 0.00, Std Reward: -33.90
Episode: 169, step: 9, Pop: 10/5, Epsilon: 0.48, Mean Loss: 27.67, Median Loss: 27.67, Std Loss: 27.67, Mean Reward: 0.83, Median Reward: 0.00, Std Reward: 83.20
Episode: 170, step: 9, Pop: 6/5, Epsilon: 0.48, Mean Loss: 53.56, Median Loss: 53.56, Std Loss: 53.56, Mean Reward: -0.09, Median Reward: 2.00, Std Reward: -6.30
Episode: 171, step: 9, Pop: 8/5, Epsilon: 0.48, Mean Loss: 29.85, Median Loss: 29.85, Std Loss: 29.85, Mean Reward: -0.65, Median Reward: 0.00, Std Reward: -61.30
Episode: 172, step: 9, Pop: 6/5, Epsilon: 0.48, Mean Loss: 37.49, Median Loss: 37.49, Std Loss: 37.49, Mean Reward: -0.73, Median Reward: 2.00, Std Reward: -58.00
Episode: 173, step: 9, Pop: 6/5, Epsilon: 0.48, Mean Loss: 55.50, Median Loss: 55.50, Std Loss: 55.50, Mean Reward: -0.85, Median Reward: 0.00, Std Reward: -58.00
Episode: 174, step: 9, Pop: 7/5, Epsilon: 0.47, Mean Loss: 49.46, Median Loss: 49.46, Std Loss: 49.46, Mean Reward: 0.79, Median Reward: 2.00, Std Reward: 58.70
Episode: 175, step: 9, Pop: 8/5, Epsilon: 0.47, Mean Loss: 32.76, Median Loss: 32.76, Std Loss: 32.76, Mean Reward: 2.31, Median Reward: 2.00, Std Reward: 189.10
Episode: 176, step: 9, Pop: 6/5, Epsilon: 0.47, Mean Loss: 48.02, Median Loss: 48.02, Std Loss: 48.02, Mean Reward: 0.52, Median Reward: 0.00, Std Reward: 40.30
Episode: 177, step: 9, Pop: 9/5, Epsilon: 0.47, Mean Loss: 53.80, Median Loss: 53.80, Std Loss: 53.80, Mean Reward: -1.77, Median Reward: 0.00, Std Reward: -162.90
Episode: 178, step: 9, Pop: 8/5, Epsilon: 0.47, Mean Loss: 55.26, Median Loss: 55.26, Std Loss: 55.26, Mean Reward: 1.01, Median Reward: 2.00, Std Reward: 95.60
Episode: 179, step: 9, Pop: 9/5, Epsilon: 0.46, Mean Loss: 39.28, Median Loss: 39.28, Std Loss: 39.28, Mean Reward: 1.68, Median Reward: 2.00, Std Reward: 159.50
Episode: 180, step: 9, Pop: 7/5, Epsilon: 0.46, Mean Loss: 44.42, Median Loss: 44.42, Std Loss: 44.42, Mean Reward: 4.19, Median Reward: 2.00, Std Reward: 343.40
Episode: 181, step: 9, Pop: 6/5, Epsilon: 0.46, Mean Loss: 46.76, Median Loss: 46.76, Std Loss: 46.76, Mean Reward: -0.38, Median Reward: 2.00, Std Reward: -29.30
Episode: 182, step: 9, Pop: 7/5, Epsilon: 0.46, Mean Loss: 43.85, Median Loss: 43.85, Std Loss: 43.85, Mean Reward: 0.25, Median Reward: 0.00, Std Reward: 18.70
Episode: 183, step: 9, Pop: 7/5, Epsilon: 0.46, Mean Loss: 56.36, Median Loss: 56.36, Std Loss: 56.36, Mean Reward: -1.72, Median Reward: 0.00, Std Reward: -158.30
Episode: 184, step: 9, Pop: 8/5, Epsilon: 0.45, Mean Loss: 55.54, Median Loss: 55.54, Std Loss: 55.54, Mean Reward: 0.11, Median Reward: 2.00, Std Reward: 10.60
Episode: 185, step: 9, Pop: 6/5, Epsilon: 0.45, Mean Loss: 49.01, Median Loss: 49.01, Std Loss: 49.01, Mean Reward: 0.61, Median Reward: 2.00, Std Reward: 46.80
Episode: 186, step: 9, Pop: 6/5, Epsilon: 0.45, Mean Loss: 25.76, Median Loss: 25.76, Std Loss: 25.76, Mean Reward: 2.55, Median Reward: 2.00, Std Reward: 204.20
Episode: 187, step: 9, Pop: 9/5, Epsilon: 0.45, Mean Loss: 62.15, Median Loss: 62.15, Std Loss: 62.15, Mean Reward: 1.64, Median Reward: 2.00, Std Reward: 149.40
Episode: 188, step: 9, Pop: 4/5, Epsilon: 0.45, Mean Loss: 40.49, Median Loss: 40.49, Std Loss: 40.49, Mean Reward: -0.07, Median Reward: 2.00, Std Reward: -4.50
Episode: 189, step: 9, Pop: 7/5, Epsilon: 0.44, Mean Loss: 38.94, Median Loss: 38.94, Std Loss: 38.94, Mean Reward: 0.29, Median Reward: 2.00, Std Reward: 23.00
Episode: 190, step: 9, Pop: 8/5, Epsilon: 0.44, Mean Loss: 46.65, Median Loss: 46.65, Std Loss: 46.65, Mean Reward: 0.90, Median Reward: 2.00, Std Reward: 78.40
Episode: 191, step: 9, Pop: 8/5, Epsilon: 0.44, Mean Loss: 48.54, Median Loss: 48.54, Std Loss: 48.54, Mean Reward: 2.19, Median Reward: 4.00, Std Reward: 203.60
Episode: 192, step: 9, Pop: 8/5, Epsilon: 0.44, Mean Loss: 69.15, Median Loss: 69.15, Std Loss: 69.15, Mean Reward: 1.34, Median Reward: 2.00, Std Reward: 114.00
Episode: 193, step: 9, Pop: 10/5, Epsilon: 0.44, Mean Loss: 44.33, Median Loss: 44.33, Std Loss: 44.33, Mean Reward: 2.83, Median Reward: 4.00, Std Reward: 283.00
Episode: 194, step: 9, Pop: 7/5, Epsilon: 0.43, Mean Loss: 46.02, Median Loss: 46.02, Std Loss: 46.02, Mean Reward: 2.71, Median Reward: 3.00, Std Reward: 228.00
Episode: 195, step: 9, Pop: 8/5, Epsilon: 0.43, Mean Loss: 48.51, Median Loss: 48.51, Std Loss: 48.51, Mean Reward: 1.12, Median Reward: 2.00, Std Reward: 96.20
Episode: 196, step: 9, Pop: 8/5, Epsilon: 0.43, Mean Loss: 39.84, Median Loss: 39.84, Std Loss: 39.84, Mean Reward: 2.72, Median Reward: 2.00, Std Reward: 231.20
Episode: 197, step: 9, Pop: 7/5, Epsilon: 0.43, Mean Loss: 62.96, Median Loss: 62.96, Std Loss: 62.96, Mean Reward: 1.42, Median Reward: 2.00, Std Reward: 116.80
Episode: 198, step: 9, Pop: 6/5, Epsilon: 0.43, Mean Loss: 32.16, Median Loss: 32.16, Std Loss: 32.16, Mean Reward: 0.21, Median Reward: 2.00, Std Reward: 18.10
Episode: 199, step: 9, Pop: 5/5, Epsilon: 0.43, Mean Loss: 65.78, Median Loss: 65.78, Std Loss: 65.78, Mean Reward: -0.87, Median Reward: 0.00, Std Reward: -71.50
Episode: 200, step: 9, Pop: 6/5, Epsilon: 0.43, Mean Loss: 34.62, Median Loss: 34.62, Std Loss: 34.62, Mean Reward: 0.23, Median Reward: 2.00, Std Reward: 17.50
Episode: 201, step: 9, Pop: 6/5, Epsilon: 0.42, Mean Loss: 49.14, Median Loss: 49.14, Std Loss: 49.14, Mean Reward: -0.10, Median Reward: 2.00, Std Reward: -8.00
Episode: 202, step: 9, Pop: 10/5, Epsilon: 0.42, Mean Loss: 42.28, Median Loss: 42.28, Std Loss: 42.28, Mean Reward: 2.06, Median Reward: 2.00, Std Reward: 205.90
Episode: 203, step: 9, Pop: 8/5, Epsilon: 0.42, Mean Loss: 31.97, Median Loss: 31.97, Std Loss: 31.97, Mean Reward: 1.43, Median Reward: 2.00, Std Reward: 118.30
Episode: 204, step: 9, Pop: 6/5, Epsilon: 0.42, Mean Loss: 31.51, Median Loss: 31.51, Std Loss: 31.51, Mean Reward: 0.53, Median Reward: 2.00, Std Reward: 41.50
Episode: 205, step: 9, Pop: 6/5, Epsilon: 0.42, Mean Loss: 47.98, Median Loss: 47.98, Std Loss: 47.98, Mean Reward: -0.31, Median Reward: 0.00, Std Reward: -25.30
Episode: 206, step: 9, Pop: 8/5, Epsilon: 0.41, Mean Loss: 56.09, Median Loss: 56.09, Std Loss: 56.09, Mean Reward: 2.28, Median Reward: 2.00, Std Reward: 202.80
Episode: 207, step: 9, Pop: 4/5, Epsilon: 0.41, Mean Loss: 59.46, Median Loss: 59.46, Std Loss: 59.46, Mean Reward: -0.56, Median Reward: 0.00, Std Reward: -34.70
Episode: 208, step: 9, Pop: 6/5, Epsilon: 0.41, Mean Loss: 46.59, Median Loss: 46.59, Std Loss: 46.59, Mean Reward: 0.98, Median Reward: 2.00, Std Reward: 86.00
Episode: 209, step: 9, Pop: 7/5, Epsilon: 0.41, Mean Loss: 40.84, Median Loss: 40.84, Std Loss: 40.84, Mean Reward: 0.71, Median Reward: 0.00, Std Reward: 57.90
Episode: 210, step: 9, Pop: 6/5, Epsilon: 0.41, Mean Loss: 54.48, Median Loss: 54.48, Std Loss: 54.48, Mean Reward: 0.34, Median Reward: 2.00, Std Reward: 24.60
Episode: 211, step: 9, Pop: 5/5, Epsilon: 0.40, Mean Loss: 54.20, Median Loss: 54.20, Std Loss: 54.20, Mean Reward: 0.33, Median Reward: 0.00, Std Reward: 21.70
Episode: 212, step: 9, Pop: 9/5, Epsilon: 0.40, Mean Loss: 47.90, Median Loss: 47.90, Std Loss: 47.90, Mean Reward: 0.51, Median Reward: 2.00, Std Reward: 46.10
Episode: 213, step: 9, Pop: 8/5, Epsilon: 0.40, Mean Loss: 43.50, Median Loss: 43.50, Std Loss: 43.50, Mean Reward: 4.86, Median Reward: 4.25, Std Reward: 427.90
Episode: 214, step: 9, Pop: 5/5, Epsilon: 0.40, Mean Loss: 48.74, Median Loss: 48.74, Std Loss: 48.74, Mean Reward: 1.30, Median Reward: 2.00, Std Reward: 84.50
Episode: 215, step: 9, Pop: 8/5, Epsilon: 0.40, Mean Loss: 26.88, Median Loss: 26.88, Std Loss: 26.88, Mean Reward: 2.87, Median Reward: 2.00, Std Reward: 258.60
Episode: 216, step: 9, Pop: 8/5, Epsilon: 0.40, Mean Loss: 68.67, Median Loss: 68.67, Std Loss: 68.67, Mean Reward: 2.21, Median Reward: 2.00, Std Reward: 188.20
Episode: 217, step: 9, Pop: 4/5, Epsilon: 0.40, Mean Loss: 43.72, Median Loss: 43.72, Std Loss: 43.72, Mean Reward: 1.09, Median Reward: 2.00, Std Reward: 71.70
Episode: 218, step: 9, Pop: 8/5, Epsilon: 0.39, Mean Loss: 63.19, Median Loss: 63.19, Std Loss: 63.19, Mean Reward: 0.01, Median Reward: 0.00, Std Reward: 0.70
Episode: 219, step: 9, Pop: 6/5, Epsilon: 0.39, Mean Loss: 34.57, Median Loss: 34.57, Std Loss: 34.57, Mean Reward: -0.42, Median Reward: 0.00, Std Reward: -32.10
Episode: 220, step: 9, Pop: 8/5, Epsilon: 0.39, Mean Loss: 45.54, Median Loss: 45.54, Std Loss: 45.54, Mean Reward: 0.80, Median Reward: 2.00, Std Reward: 65.30
Episode: 221, step: 9, Pop: 8/5, Epsilon: 0.39, Mean Loss: 29.74, Median Loss: 29.74, Std Loss: 29.74, Mean Reward: 1.09, Median Reward: 2.00, Std Reward: 95.60
Episode: 222, step: 9, Pop: 10/5, Epsilon: 0.39, Mean Loss: 44.01, Median Loss: 44.01, Std Loss: 44.01, Mean Reward: 1.46, Median Reward: 2.00, Std Reward: 146.10
Episode: 223, step: 9, Pop: 8/5, Epsilon: 0.38, Mean Loss: 52.47, Median Loss: 52.47, Std Loss: 52.47, Mean Reward: -0.57, Median Reward: 0.00, Std Reward: -45.90
Episode: 224, step: 9, Pop: 7/5, Epsilon: 0.38, Mean Loss: 41.34, Median Loss: 41.34, Std Loss: 41.34, Mean Reward: 0.82, Median Reward: 2.00, Std Reward: 71.00
Episode: 225, step: 9, Pop: 8/5, Epsilon: 0.38, Mean Loss: 29.18, Median Loss: 29.18, Std Loss: 29.18, Mean Reward: -0.36, Median Reward: 0.00, Std Reward: -32.70
Episode: 226, step: 9, Pop: 4/5, Epsilon: 0.38, Mean Loss: 28.44, Median Loss: 28.44, Std Loss: 28.44, Mean Reward: 0.07, Median Reward: 1.00, Std Reward: 4.50
Episode: 227, step: 9, Pop: 8/5, Epsilon: 0.38, Mean Loss: 61.42, Median Loss: 61.42, Std Loss: 61.42, Mean Reward: 2.87, Median Reward: 4.00, Std Reward: 244.20
Episode: 228, step: 9, Pop: 10/5, Epsilon: 0.38, Mean Loss: 25.22, Median Loss: 25.22, Std Loss: 25.22, Mean Reward: 1.93, Median Reward: 2.00, Std Reward: 193.20
Episode: 229, step: 9, Pop: 6/5, Epsilon: 0.38, Mean Loss: 40.34, Median Loss: 40.34, Std Loss: 40.34, Mean Reward: 3.03, Median Reward: 2.00, Std Reward: 236.30
Episode: 230, step: 9, Pop: 10/5, Epsilon: 0.37, Mean Loss: 48.99, Median Loss: 48.99, Std Loss: 48.99, Mean Reward: 1.67, Median Reward: 2.00, Std Reward: 166.80
Episode: 231, step: 9, Pop: 7/5, Epsilon: 0.37, Mean Loss: 29.84, Median Loss: 29.84, Std Loss: 29.84, Mean Reward: -1.01, Median Reward: 0.00, Std Reward: -74.40
Episode: 232, step: 9, Pop: 6/5, Epsilon: 0.37, Mean Loss: 44.47, Median Loss: 44.47, Std Loss: 44.47, Mean Reward: 2.77, Median Reward: 2.00, Std Reward: 210.70
Episode: 233, step: 9, Pop: 9/5, Epsilon: 0.37, Mean Loss: 56.92, Median Loss: 56.92, Std Loss: 56.92, Mean Reward: -0.36, Median Reward: 0.00, Std Reward: -34.00
Episode: 234, step: 9, Pop: 7/5, Epsilon: 0.37, Mean Loss: 40.38, Median Loss: 40.38, Std Loss: 40.38, Mean Reward: -1.52, Median Reward: 0.00, Std Reward: -126.10
Episode: 235, step: 9, Pop: 5/5, Epsilon: 0.37, Mean Loss: 69.20, Median Loss: 69.20, Std Loss: 69.20, Mean Reward: 0.16, Median Reward: 0.00, Std Reward: 11.70
Episode: 236, step: 9, Pop: 6/5, Epsilon: 0.36, Mean Loss: 50.61, Median Loss: 50.61, Std Loss: 50.61, Mean Reward: 3.01, Median Reward: 2.00, Std Reward: 204.50
Episode: 237, step: 9, Pop: 8/5, Epsilon: 0.36, Mean Loss: 28.81, Median Loss: 28.81, Std Loss: 28.81, Mean Reward: 2.65, Median Reward: 4.00, Std Reward: 222.70
Episode: 238, step: 9, Pop: 9/5, Epsilon: 0.36, Mean Loss: 59.37, Median Loss: 59.37, Std Loss: 59.37, Mean Reward: 2.17, Median Reward: 2.00, Std Reward: 201.50
Episode: 239, step: 9, Pop: 6/5, Epsilon: 0.36, Mean Loss: 45.46, Median Loss: 45.46, Std Loss: 45.46, Mean Reward: 0.23, Median Reward: 2.00, Std Reward: 17.10
Episode: 240, step: 9, Pop: 5/5, Epsilon: 0.36, Mean Loss: 45.77, Median Loss: 45.77, Std Loss: 45.77, Mean Reward: -1.70, Median Reward: 0.00, Std Reward: -120.80
Episode: 241, step: 9, Pop: 7/5, Epsilon: 0.36, Mean Loss: 34.38, Median Loss: 34.38, Std Loss: 34.38, Mean Reward: 1.01, Median Reward: 2.00, Std Reward: 81.00
Episode: 242, step: 9, Pop: 6/5, Epsilon: 0.36, Mean Loss: 55.20, Median Loss: 55.20, Std Loss: 55.20, Mean Reward: -2.20, Median Reward: -5.30, Std Reward: -140.60
Episode: 243, step: 9, Pop: 8/5, Epsilon: 0.35, Mean Loss: 66.13, Median Loss: 66.13, Std Loss: 66.13, Mean Reward: 1.23, Median Reward: 2.00, Std Reward: 106.00
Episode: 244, step: 9, Pop: 7/5, Epsilon: 0.35, Mean Loss: 40.75, Median Loss: 40.75, Std Loss: 40.75, Mean Reward: 0.72, Median Reward: 0.00, Std Reward: 52.50
Episode: 245, step: 9, Pop: 7/5, Epsilon: 0.35, Mean Loss: 33.68, Median Loss: 33.68, Std Loss: 33.68, Mean Reward: -0.76, Median Reward: 0.00, Std Reward: -58.70
Episode: 246, step: 9, Pop: 7/5, Epsilon: 0.35, Mean Loss: 35.26, Median Loss: 35.26, Std Loss: 35.26, Mean Reward: 2.98, Median Reward: 2.00, Std Reward: 232.70
Episode: 247, step: 9, Pop: 7/5, Epsilon: 0.35, Mean Loss: 55.76, Median Loss: 55.76, Std Loss: 55.76, Mean Reward: -0.47, Median Reward: 0.00, Std Reward: -38.00
Episode: 248, step: 9, Pop: 7/5, Epsilon: 0.35, Mean Loss: 46.08, Median Loss: 46.08, Std Loss: 46.08, Mean Reward: 2.44, Median Reward: 4.00, Std Reward: 199.70
Episode: 249, step: 9, Pop: 5/5, Epsilon: 0.34, Mean Loss: 53.10, Median Loss: 53.10, Std Loss: 53.10, Mean Reward: 1.73, Median Reward: 2.00, Std Reward: 126.10
Episode: 250, step: 9, Pop: 6/5, Epsilon: 0.34, Mean Loss: 71.07, Median Loss: 71.07, Std Loss: 71.07, Mean Reward: 1.74, Median Reward: 2.00, Std Reward: 118.20
Episode: 251, step: 9, Pop: 5/5, Epsilon: 0.34, Mean Loss: 51.06, Median Loss: 51.06, Std Loss: 51.06, Mean Reward: 2.07, Median Reward: 2.00, Std Reward: 130.30
Episode: 252, step: 9, Pop: 7/5, Epsilon: 0.34, Mean Loss: 67.10, Median Loss: 67.10, Std Loss: 67.10, Mean Reward: -2.68, Median Reward: -6.00, Std Reward: -214.30
Episode: 253, step: 9, Pop: 8/5, Epsilon: 0.34, Mean Loss: 47.49, Median Loss: 47.49, Std Loss: 47.49, Mean Reward: 1.58, Median Reward: 2.00, Std Reward: 140.50
Episode: 254, step: 9, Pop: 9/5, Epsilon: 0.34, Mean Loss: 68.14, Median Loss: 68.14, Std Loss: 68.14, Mean Reward: 1.15, Median Reward: 0.00, Std Reward: 106.70
Episode: 255, step: 9, Pop: 7/5, Epsilon: 0.34, Mean Loss: 47.49, Median Loss: 47.49, Std Loss: 47.49, Mean Reward: 3.15, Median Reward: 2.00, Std Reward: 233.30
Episode: 256, step: 9, Pop: 8/5, Epsilon: 0.33, Mean Loss: 54.94, Median Loss: 54.94, Std Loss: 54.94, Mean Reward: -1.17, Median Reward: -5.00, Std Reward: -95.10
Episode: 257, step: 9, Pop: 10/5, Epsilon: 0.33, Mean Loss: 63.90, Median Loss: 63.90, Std Loss: 63.90, Mean Reward: 0.50, Median Reward: 1.00, Std Reward: 49.70
Episode: 258, step: 9, Pop: 6/5, Epsilon: 0.33, Mean Loss: 60.22, Median Loss: 60.22, Std Loss: 60.22, Mean Reward: 0.58, Median Reward: 2.00, Std Reward: 46.70
Episode: 259, step: 9, Pop: 6/5, Epsilon: 0.33, Mean Loss: 47.20, Median Loss: 47.20, Std Loss: 47.20, Mean Reward: 2.40, Median Reward: 2.00, Std Reward: 160.50
Episode: 260, step: 9, Pop: 8/5, Epsilon: 0.33, Mean Loss: 76.85, Median Loss: 76.85, Std Loss: 76.85, Mean Reward: -1.52, Median Reward: 0.00, Std Reward: -125.00
Episode: 261, step: 9, Pop: 8/5, Epsilon: 0.33, Mean Loss: 54.55, Median Loss: 54.55, Std Loss: 54.55, Mean Reward: -1.10, Median Reward: 0.00, Std Reward: -91.30
Episode: 262, step: 9, Pop: 3/5, Epsilon: 0.33, Mean Loss: 56.05, Median Loss: 56.05, Std Loss: 56.05, Mean Reward: -1.53, Median Reward: 0.00, Std Reward: -87.40
Episode: 263, step: 9, Pop: 7/5, Epsilon: 0.32, Mean Loss: 39.25, Median Loss: 39.25, Std Loss: 39.25, Mean Reward: 0.53, Median Reward: 0.00, Std Reward: 42.50
Episode: 264, step: 9, Pop: 5/5, Epsilon: 0.32, Mean Loss: 33.80, Median Loss: 33.80, Std Loss: 33.80, Mean Reward: -2.14, Median Reward: 0.00, Std Reward: -148.00
Episode: 265, step: 9, Pop: 6/5, Epsilon: 0.32, Mean Loss: 42.26, Median Loss: 42.26, Std Loss: 42.26, Mean Reward: 0.81, Median Reward: 2.00, Std Reward: 63.00
Episode: 266, step: 9, Pop: 8/5, Epsilon: 0.32, Mean Loss: 52.93, Median Loss: 52.93, Std Loss: 52.93, Mean Reward: 2.63, Median Reward: 2.00, Std Reward: 231.10
Episode: 267, step: 9, Pop: 8/5, Epsilon: 0.32, Mean Loss: 48.83, Median Loss: 48.83, Std Loss: 48.83, Mean Reward: 1.19, Median Reward: 2.00, Std Reward: 106.30
Episode: 268, step: 9, Pop: 9/5, Epsilon: 0.32, Mean Loss: 49.67, Median Loss: 49.67, Std Loss: 49.67, Mean Reward: 2.40, Median Reward: 2.00, Std Reward: 215.70
Episode: 269, step: 9, Pop: 7/5, Epsilon: 0.32, Mean Loss: 49.59, Median Loss: 49.59, Std Loss: 49.59, Mean Reward: 2.66, Median Reward: 2.00, Std Reward: 209.80
Episode: 270, step: 9, Pop: 6/5, Epsilon: 0.32, Mean Loss: 52.28, Median Loss: 52.28, Std Loss: 52.28, Mean Reward: 0.95, Median Reward: 2.00, Std Reward: 64.80
Episode: 271, step: 9, Pop: 9/5, Epsilon: 0.31, Mean Loss: 59.67, Median Loss: 59.67, Std Loss: 59.67, Mean Reward: 0.93, Median Reward: 2.00, Std Reward: 85.70
Episode: 272, step: 9, Pop: 5/5, Epsilon: 0.31, Mean Loss: 56.81, Median Loss: 56.81, Std Loss: 56.81, Mean Reward: 1.32, Median Reward: 2.00, Std Reward: 84.70
Episode: 273, step: 9, Pop: 4/5, Epsilon: 0.31, Mean Loss: 61.05, Median Loss: 61.05, Std Loss: 61.05, Mean Reward: 1.10, Median Reward: 2.00, Std Reward: 64.00
Episode: 274, step: 9, Pop: 6/5, Epsilon: 0.31, Mean Loss: 58.40, Median Loss: 58.40, Std Loss: 58.40, Mean Reward: 1.73, Median Reward: 2.00, Std Reward: 133.20
Episode: 275, step: 9, Pop: 9/5, Epsilon: 0.31, Mean Loss: 46.21, Median Loss: 46.21, Std Loss: 46.21, Mean Reward: 1.16, Median Reward: 2.00, Std Reward: 110.00
Episode: 276, step: 9, Pop: 5/5, Epsilon: 0.31, Mean Loss: 44.58, Median Loss: 44.58, Std Loss: 44.58, Mean Reward: 1.27, Median Reward: 2.00, Std Reward: 89.20
Episode: 277, step: 9, Pop: 6/5, Epsilon: 0.31, Mean Loss: 44.63, Median Loss: 44.63, Std Loss: 44.63, Mean Reward: 0.87, Median Reward: 2.00, Std Reward: 68.40
